time,DAYS_HEATING_SEASON,TEMP_EXT,SOLAR_RADIATION
1/1/80,TRUE,0.475041667,0.8731103
1/2/80,TRUE,-0.6475,1.413882
1/3/80,TRUE,-0.521833333,1.1469449
1/4/80,TRUE,3.546291667,0.8007845
1/5/80,TRUE,3.775541667,0.7370631
1/6/80,TRUE,3.679625,0.9332352
1/7/80,TRUE,3.271708333,1.1197739
1/8/80,TRUE,1.900041667,1.1093842
1/9/80,TRUE,1.549833333,1.0198598
1/10/80,TRUE,0.757041667,1.129137
1/11/80,TRUE,-2.140166667,1.3494658
1/12/80,TRUE,-3.63075,1.6756308
1/13/80,TRUE,-4.425333333,1.608594
1/14/80,TRUE,-3.113708333,1.4933136
1/15/80,TRUE,-2.579125,1.2935028
1/16/80,TRUE,-2.787708333,1.4891891
1/17/80,TRUE,-2.808375,1.6542846
1/18/80,TRUE,-2.672958333,1.2742946
1/19/80,TRUE,-0.13925,1.5006529
1/20/80,TRUE,1.474291667,0.9100766
1/21/80,TRUE,3.427416667,0.8476966
1/22/80,TRUE,4.586333333,1.022101
1/23/80,TRUE,4.192333333,0.9251352
1/24/80,TRUE,4.776333333,1.2142305
1/25/80,TRUE,3.336333333,1.4423436
1/26/80,TRUE,1.860375,1.518308
1/27/80,TRUE,0.420791667,1.7508425
1/28/80,TRUE,0.828375,2.1640234
1/29/80,TRUE,3.118625,1.534889
1/30/80,TRUE,6.192666667,1.1562947
1/31/80,TRUE,7.758,1.1239955
2/1/80,TRUE,4.142666667,1.7571125
2/2/80,TRUE,5.899166667,1.0039136
2/3/80,TRUE,6.939166667,1.0112464
2/4/80,TRUE,9.414541667,1.1803671
2/5/80,TRUE,8.839,1.6772539
2/6/80,TRUE,6.970041667,1.3301236
2/7/80,TRUE,6.39625,1.8382248
2/8/80,TRUE,7.170958333,2.2502692
2/9/80,TRUE,7.862458333,1.9286354
2/10/80,TRUE,6.628208333,1.7095888
2/11/80,TRUE,4.834083333,2.1021186
2/12/80,TRUE,4.535333333,2.4391283
2/13/80,TRUE,4.826333333,2.18293
2/14/80,TRUE,5.13625,2.3715671
2/15/80,TRUE,5.780083333,2.4006796
2/16/80,TRUE,6.092125,1.4687046
2/17/80,TRUE,5.553083333,2.4468488
